ProjectID,District,County,ProjectType,ContractorID,LowBidder,ItemDescription,Unit,Quantity,UnitPrice_USD,EngineerEst_USD,LetDate
A00197283,Austin,Travis,Construction,FIRM-2C76,No,CEM STABIL BKFL,CY,24,690.00,1700.00,2025-05-01
A00195331,Austin,Hays,Construction,FIRM-81BD,No,CEM STABIL BKFL,CY,6,373.32,197.00,2024-11-07
A00215754,Beaumont,Jefferson,Construction,FIRM-1A5E,No,CEM STABIL BKFL,CY,113,166.00,119.00,2026-07-01
A00124687,Bryan,Burleson,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,211,200.00,274.00,2025-12-02
A00190562,Fort Worth,Jack,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,115,325.00,286.65,2024-11-06
A00036817,Fort Worth,Erath,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,48,375.00,370.00,2026-02-04
A00032669,Fort Worth,Wise,Construction,FIRM-2479,No,CEM STABIL BKFL,CY,68,300.00,217.00,2026-02-04
A00065079,Fort Worth,Erath,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,92,275.00,300.00,2026-02-05
A00037264,Fort Worth,Hood,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,92,265.00,300.00,2026-04-08
A00064472,Fort Worth,Tarrant,Construction,FIRM-38DC,No,CEM STABIL BKFL,CY,337,300.00,220.00,2026-07-02
A00065091,Fort Worth,Parker,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,178,200.00,287.00,2026-08-05
A00214454,Fort Worth,Wise,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,66,150.00,300.00,2026-08-06
A00130008,Houston,Brazoria,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,116,210.00,100.00,2025-10-09
A00134679,Houston,Fort Bend,Construction,FIRM-B3AF,No,CEM STABIL BKFL,CY,804.4,43.41,125.00,2026-02-04
A00183682,Houston,Fort Bend,Construction,FIRM-85FC,No,CEM STABIL BKFL,CY,340,71.00,115.00,2026-02-05
A00198611,Houston,Harris,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,733,200.00,275.00,2025-06-05
A00198973,Houston,Galveston,Construction,FIRM-7F87,No,CEM STABIL BKFL,CY,317,375.00,246.00,2025-11-05
A00183321,Houston,Galveston,Construction,FIRM-23F6,No,CEM STABIL BKFL,CY,1448,60.00,200.00,2025-12-02
A00216194,Houston,Harris,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,85,62.50,148.00,2026-06-02
A00102904,Houston,Harris,Construction,FIRM-B173,No,CEM STABIL BKFL,CY,74,70.55,65.00,2025-12-02
A00201302,Houston,Galveston,Construction,FIRM-23F6,No,CEM STABIL BKFL,CY,100,60.00,70.00,2026-02-05
A00195826,Lubbock,Lubbock,Construction,FIRM-1859,No,CEM STABIL BKFL,CY,124,400.00,300.00,2024-09-06
A00207986,Lubbock,Lubbock,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,50,300.00,375.00,2025-03-05
A00207988,Lubbock,Hale,Construction,FIRM-7580,No,CEM STABIL BKFL,CY,30,255.00,500.00,2025-12-03
A00183655,Lubbock,Lubbock,Construction,FIRM-C324,No,CEM STABIL BKFL,CY,316.7,315.00,154.00,2026-05-07
A00140131,Lufkin,Angelina,Construction,FIRM-C6AB,No,CEM STABIL BKFL,CY,5,1500.00,350.00,2025-03-05
A00186272,Lufkin,Angelina,Construction,FIRM-FB20,No,CEM STABIL BKFL,CY,217,220.00,250.00,2026-04-08
A00194392,Lufkin,Houston,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,322,300.00,210.00,2026-08-06
A00208470,Lufkin,Angelina,Construction,FIRM-C6AB,No,CEM STABIL BKFL,CY,250,250.00,350.00,2025-04-04
A00195167,Paris,Grayson,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,266,275.00,275.00,2025-10-09
A00135827,Paris,Grayson,Construction,FIRM-C6AB,No,CEM STABIL BKFL,CY,31,300.00,200.00,2026-05-06
A00190871,Paris,Lamar,Construction,FIRM-E3E5,No,CEM STABIL BKFL,CY,126,250.00,250.00,2026-08-05
A00190819,Paris,Franklin,Construction,FIRM-E3E5,No,CEM STABIL BKFL,CY,150,275.00,250.00,2026-08-06
A00207303,Paris,Grayson,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,36,250.00,222.90,2026-03-05
A00193114,Pharr,Hidalgo,Construction,FIRM-9545,No,CEM STABIL BKFL,CY,309,300.00,68.91,2026-06-02
A00194567,San Angelo,Runnels,Construction,FIRM-74BB,No,CEM STABIL BKFL,CY,52,250.00,97.00,2024-10-01
A00033961,San Antonio,Frio,Construction,FIRM-336E,No,CEM STABIL BKFL,CY,283.2,140.00,256.00,2025-02-06
A00002148,Waco,Bosque,Construction,FIRM-8056,No,CEM STABIL BKFL,CY,742,190.00,300.00,2026-03-04
A00186047,Waco,Falls,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,229,285.00,187.00,2026-04-07
A00131274,Waco,Limestone,Construction,FIRM-00E4,No,CEM STABIL BKFL,CY,279,300.00,210.00,2026-04-08
A00203223,Waco,McLennan,Construction,FIRM-2A6C,No,CEM STABIL BKFL,CY,163,180.00,250.00,2026-05-07
A00131299,Waco,Limestone,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,350,285.00,210.00,2026-07-01
A00201726,Waco,Coryell,Construction,FIRM-B173,No,CEM STABIL BKFL,CY,300,235.00,100.00,2025-06-04
A00200728,Wichita Falls,Wilbarger,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,106,300.00,250.00,2025-10-08
A00194689,Wichita Falls,Cooke,Construction,FIRM-3F89,No,CEM STABIL BKFL,CY,136,250.00,270.00,2025-06-04
A00138700,Yoakum,Fayette,Construction,FIRM-8BBD,No,CEM STABIL BKFL,CY,107,209.50,220.00,2024-11-07
A00194184,Yoakum,Matagorda,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,1137,98.18,150.00,2025-10-08
A00211424,Yoakum,Wharton,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,204,230.00,200.00,2025-11-05
A00184978,Yoakum,Victoria,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,105,200.00,200.00,2025-11-06
A00206284,Yoakum,Lavaca,Construction,FIRM-42ED,No,CEM STABIL BKFL,CY,91,197.00,160.00,2026-01-06
A00129304,Yoakum,Matagorda,Construction,FIRM-CA7F,No,CEM STABIL BKFL,CY,150,190.00,205.00,2026-01-06
A00206283,Yoakum,Fayette,Construction,FIRM-38DD,No,CEM STABIL BKFL,CY,89,245.00,155.00,2026-08-05
A00206487,Yoakum,Matagorda,Construction,FIRM-2B61,No,CEM STABIL BKFL,CY,305,185.00,160.00,2026-05-07
A00101674,Yoakum,Calhoun,Construction,FIRM-1CE8,No,CEM STABIL BKFL,CY,27,70.00,100.00,2026-02-04
A00124182,Yoakum,Victoria,Construction,FIRM-FEB2,No,CEM STABIL BKFL,CY,1153,165.00,200.00,2026-08-06
A00195365,Abilene,Taylor,Construction,FIRM-7F87,No,CEM STABIL BKFL,CY,66,265.00,400.00,2025-10-09
A00194081,Abilene,Nolan,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,98,335.00,300.00,2025-10-09
A00036755,Abilene,Fisher,Construction,FIRM-5ED6,No,CEM STABIL BKFL,CY,77,250.00,408.50,2025-11-06
A00061686,Abilene,Fisher,Construction,FIRM-64D9,No,CEM STABIL BKFL,CY,394,220.00,160.00,2026-04-07
A00194074,Abilene,Fisher,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,187,230.00,160.00,2026-04-08
A00188551,Amarillo,Potter,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,36,550.00,700.00,2026-02-04
A00197283,Austin,Travis,Construction,FIRM-CF69,No,CEM STABIL BKFL,CY,24,750.00,1700.00,2025-05-01
A00212001,Austin,Travis,Construction,FIRM-7F87,No,CEM STABIL BKFL,CY,92,434.00,1700.00,2025-05-01
A00195331,Austin,Hays,Construction,FIRM-A365,No,CEM STABIL BKFL,CY,6,810.00,197.00,2024-11-07
A00215754,Beaumont,Jefferson,Construction,FIRM-B173,No,CEM STABIL BKFL,CY,113,109.00,119.00,2026-07-01
A00124687,Bryan,Burleson,Construction,FIRM-85FC,No,CEM STABIL BKFL,CY,211,130.00,274.00,2025-12-02
A00190562,Fort Worth,Jack,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,115,350.00,286.65,2024-11-06
A00036817,Fort Worth,Erath,Construction,FIRM-EBBA,No,CEM STABIL BKFL,CY,48,235.00,370.00,2026-02-04
A00032669,Fort Worth,Wise,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,68,325.00,217.00,2026-02-04
A00065079,Fort Worth,Erath,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,92,250.00,300.00,2026-02-05
A00037264,Fort Worth,Hood,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,92,250.00,300.00,2026-04-08
A00065091,Fort Worth,Parker,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,178,270.00,287.00,2026-08-05
A00214454,Fort Worth,Wise,Construction,FIRM-EBBA,No,CEM STABIL BKFL,CY,66,218.00,300.00,2026-08-06
A00130008,Houston,Brazoria,Construction,FIRM-F5C3,No,CEM STABIL BKFL,CY,116,95.00,100.00,2025-10-09
A00134679,Houston,Fort Bend,Construction,FIRM-64D9,No,CEM STABIL BKFL,CY,804.4,176.00,125.00,2026-02-04
A00183682,Houston,Fort Bend,Construction,FIRM-F5C3,No,CEM STABIL BKFL,CY,340,90.00,115.00,2026-02-05
A00198611,Houston,Harris,Construction,FIRM-CA7F,No,CEM STABIL BKFL,CY,733,165.00,275.00,2025-06-05
A00198973,Houston,Galveston,Construction,FIRM-EB5A,No,CEM STABIL BKFL,CY,317,130.00,246.00,2025-11-05
A00183321,Houston,Galveston,Construction,FIRM-A6BA,No,CEM STABIL BKFL,CY,1448,170.00,200.00,2025-12-02
A00216194,Houston,Harris,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,85,60.00,148.00,2026-06-02
A00102904,Houston,Harris,Construction,FIRM-BCBF,No,CEM STABIL BKFL,CY,74,90.00,65.00,2025-12-02
A00201302,Houston,Galveston,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,100,300.00,70.00,2026-02-05
A00195826,Lubbock,Lubbock,Construction,FIRM-7580,No,CEM STABIL BKFL,CY,124,425.00,300.00,2024-09-06
A00207986,Lubbock,Lubbock,Construction,FIRM-BD5E,No,CEM STABIL BKFL,CY,50,1000.00,375.00,2025-03-05
A00183655,Lubbock,Lubbock,Construction,FIRM-D0D7,No,CEM STABIL BKFL,CY,316.7,350.00,154.00,2026-05-07
A00140131,Lufkin,Angelina,Construction,FIRM-9ED8,No,CEM STABIL BKFL,CY,5,300.00,350.00,2025-03-05
A00186272,Lufkin,Angelina,Construction,FIRM-5AF6,No,CEM STABIL BKFL,CY,217,250.00,250.00,2026-04-08
A00194392,Lufkin,Houston,Construction,FIRM-4D5C,No,CEM STABIL BKFL,CY,322,253.00,210.00,2026-08-06
A00195167,Paris,Grayson,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,266,290.00,275.00,2025-10-09
A00135827,Paris,Grayson,Construction,FIRM-DA83,No,CEM STABIL BKFL,CY,31,350.00,200.00,2026-05-06
A00190871,Paris,Lamar,Construction,FIRM-DA83,No,CEM STABIL BKFL,CY,126,250.00,250.00,2026-08-05
A00190819,Paris,Franklin,Construction,FIRM-DA83,No,CEM STABIL BKFL,CY,150,250.00,250.00,2026-08-06
A00207303,Paris,Grayson,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,36,200.00,222.90,2026-03-05
A00193114,Pharr,Hidalgo,Construction,FIRM-2DAF,No,CEM STABIL BKFL,CY,309,76.45,68.91,2026-06-02
A00194567,San Angelo,Runnels,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,52,382.00,97.00,2024-10-01
A00033961,San Antonio,Frio,Construction,FIRM-B173,No,CEM STABIL BKFL,CY,283.2,195.00,256.00,2025-02-06
A00002148,Waco,Bosque,Construction,FIRM-A082,No,CEM STABIL BKFL,CY,742,130.00,300.00,2026-03-04
A00186047,Waco,Falls,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,229,225.00,187.00,2026-04-07
A00131274,Waco,Limestone,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,279,180.00,210.00,2026-04-08
A00203223,Waco,McLennan,Construction,FIRM-2C76,No,CEM STABIL BKFL,CY,163,294.00,250.00,2026-05-07
A00131299,Waco,Limestone,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,350,282.00,210.00,2026-07-01
A00201726,Waco,Coryell,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,300,210.60,100.00,2025-06-04
A00200728,Wichita Falls,Wilbarger,Construction,FIRM-C9B4,No,CEM STABIL BKFL,CY,106,300.00,250.00,2025-10-08
A00194689,Wichita Falls,Cooke,Construction,FIRM-08FE,No,CEM STABIL BKFL,CY,136,260.00,270.00,2025-06-04
A00138700,Yoakum,Fayette,Construction,FIRM-C449,No,CEM STABIL BKFL,CY,107,465.00,220.00,2024-11-07
A00194184,Yoakum,Matagorda,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,1137,140.00,150.00,2025-10-08
A00211424,Yoakum,Wharton,Construction,FIRM-C449,No,CEM STABIL BKFL,CY,204,300.00,200.00,2025-11-05
A00184978,Yoakum,Victoria,Construction,FIRM-81BD,No,CEM STABIL BKFL,CY,105,150.00,200.00,2025-11-06
A00206284,Yoakum,Lavaca,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,91,150.00,160.00,2026-01-06
A00129304,Yoakum,Matagorda,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,150,200.00,205.00,2026-01-06
A00206283,Yoakum,Fayette,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,89,285.00,155.00,2026-08-05
A00206487,Yoakum,Matagorda,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,305,156.85,160.00,2026-05-07
A00101674,Yoakum,Calhoun,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,27,195.00,100.00,2026-02-04
A00195365,Abilene,Taylor,Construction,FIRM-7519,No,CEM STABIL BKFL,CY,66,200.00,400.00,2025-10-09
A00194081,Abilene,Nolan,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,98,235.00,300.00,2025-10-09
A00036755,Abilene,Fisher,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,77,235.00,408.50,2025-11-06
A00061686,Abilene,Fisher,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,394,275.00,160.00,2026-04-07
A00194074,Abilene,Fisher,Construction,FIRM-5ED6,No,CEM STABIL BKFL,CY,187,300.00,160.00,2026-04-08
A00188551,Amarillo,Potter,Construction,FIRM-D0D7,No,CEM STABIL BKFL,CY,36,465.00,700.00,2026-02-04
A00197283,Austin,Travis,Construction,FIRM-3866,No,CEM STABIL BKFL,CY,24,650.00,1700.00,2025-05-01
A00212001,Austin,Travis,Construction,FIRM-F23B,No,CEM STABIL BKFL,CY,92,550.00,1700.00,2025-05-01
A00195331,Austin,Hays,Construction,FIRM-44D1,No,CEM STABIL BKFL,CY,6,616.00,197.00,2024-11-07
A00124687,Bryan,Burleson,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,211,99.40,274.00,2025-12-02
A00190562,Fort Worth,Jack,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,115,330.00,286.65,2024-11-06
A00036817,Fort Worth,Erath,Construction,FIRM-64D9,No,CEM STABIL BKFL,CY,48,275.00,370.00,2026-02-04
A00032669,Fort Worth,Wise,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,68,200.00,217.00,2026-02-04
A00065079,Fort Worth,Erath,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,92,285.00,300.00,2026-02-05
A00037264,Fort Worth,Hood,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,92,330.00,300.00,2026-04-08
A00065091,Fort Worth,Parker,Construction,FIRM-8B5E,No,CEM STABIL BKFL,CY,178,275.00,287.00,2026-08-05
A00214454,Fort Worth,Wise,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,66,330.00,300.00,2026-08-06
A00130008,Houston,Brazoria,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,116,105.04,100.00,2025-10-09
A00134679,Houston,Fort Bend,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,804.4,275.00,125.00,2026-02-04
A00183682,Houston,Fort Bend,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,340,300.00,115.00,2026-02-05
A00198611,Houston,Harris,Construction,FIRM-7F87,No,CEM STABIL BKFL,CY,733,180.00,275.00,2025-06-05
A00198973,Houston,Galveston,Construction,FIRM-23F6,No,CEM STABIL BKFL,CY,317,200.00,246.00,2025-11-05
A00216194,Houston,Harris,Construction,FIRM-980D,No,CEM STABIL BKFL,CY,85,90.00,148.00,2026-06-02
A00102904,Houston,Harris,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,74,145.00,65.00,2025-12-02
A00201302,Houston,Galveston,Construction,FIRM-1CE8,No,CEM STABIL BKFL,CY,100,150.00,70.00,2026-02-05
A00195826,Lubbock,Lubbock,Construction,FIRM-3866,No,CEM STABIL BKFL,CY,124,400.00,300.00,2024-09-06
A00207986,Lubbock,Lubbock,Construction,FIRM-7F0A,No,CEM STABIL BKFL,CY,50,932.40,375.00,2025-03-05
A00183655,Lubbock,Lubbock,Construction,FIRM-9BD8,No,CEM STABIL BKFL,CY,316.7,108.00,154.00,2026-05-07
A00140131,Lufkin,Angelina,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,5,300.00,350.00,2025-03-05
A00186272,Lufkin,Angelina,Construction,FIRM-2C76,No,CEM STABIL BKFL,CY,217,257.00,250.00,2026-04-08
A00194392,Lufkin,Houston,Construction,FIRM-08FE,No,CEM STABIL BKFL,CY,322,220.00,210.00,2026-08-06
A00195167,Paris,Grayson,Construction,FIRM-C6AB,No,CEM STABIL BKFL,CY,266,300.00,275.00,2025-10-09
A00135827,Paris,Grayson,Construction,FIRM-7909,No,CEM STABIL BKFL,CY,31,220.00,200.00,2026-05-06
A00190871,Paris,Lamar,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,126,275.00,250.00,2026-08-05
A00190819,Paris,Franklin,Construction,FIRM-DAA9,No,CEM STABIL BKFL,CY,150,206.75,250.00,2026-08-06
A00207303,Paris,Grayson,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,36,300.00,222.90,2026-03-05
A00193114,Pharr,Hidalgo,Construction,FIRM-7733,No,CEM STABIL BKFL,CY,309,200.00,68.91,2026-06-02
A00194567,San Angelo,Runnels,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,52,189.55,97.00,2024-10-01
A00033961,San Antonio,Frio,Construction,FIRM-ECFD,No,CEM STABIL BKFL,CY,283.2,121.55,256.00,2025-02-06
A00186047,Waco,Falls,Construction,FIRM-3FEF,No,CEM STABIL BKFL,CY,229,180.00,187.00,2026-04-07
A00131274,Waco,Limestone,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,279,250.00,210.00,2026-04-08
A00203223,Waco,McLennan,Construction,FIRM-64D9,No,CEM STABIL BKFL,CY,163,330.00,250.00,2026-05-07
A00131299,Waco,Limestone,Construction,FIRM-8B5E,No,CEM STABIL BKFL,CY,350,300.00,210.00,2026-07-01
A00200728,Wichita Falls,Wilbarger,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,106,325.00,250.00,2025-10-08
A00194689,Wichita Falls,Cooke,Construction,FIRM-41DD,No,CEM STABIL BKFL,CY,136,445.16,270.00,2025-06-04
A00138700,Yoakum,Fayette,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,107,300.00,220.00,2024-11-07
A00194184,Yoakum,Matagorda,Construction,FIRM-CA7F,No,CEM STABIL BKFL,CY,1137,170.00,150.00,2025-10-08
A00211424,Yoakum,Wharton,Construction,FIRM-85FC,No,CEM STABIL BKFL,CY,204,110.00,200.00,2025-11-05
A00184978,Yoakum,Victoria,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,105,110.00,200.00,2025-11-06
A00206284,Yoakum,Lavaca,Construction,FIRM-38DD,No,CEM STABIL BKFL,CY,91,320.00,160.00,2026-01-06
A00129304,Yoakum,Matagorda,Construction,FIRM-81BD,No,CEM STABIL BKFL,CY,150,200.00,205.00,2026-01-06
A00206283,Yoakum,Fayette,Construction,FIRM-E54D,No,CEM STABIL BKFL,CY,89,210.00,155.00,2026-08-05
A00206487,Yoakum,Matagorda,Construction,FIRM-C449,No,CEM STABIL BKFL,CY,305,325.00,160.00,2026-05-07
A00101674,Yoakum,Calhoun,Construction,FIRM-2B61,No,CEM STABIL BKFL,CY,27,150.00,100.00,2026-02-04
A00195365,Abilene,Taylor,Construction,FIRM-1859,No,CEM STABIL BKFL,CY,66,400.00,400.00,2025-10-09
A00194081,Abilene,Nolan,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,98,350.00,300.00,2025-10-09
A00036755,Abilene,Fisher,Construction,FIRM-74BB,No,CEM STABIL BKFL,CY,77,250.00,408.50,2025-11-06
A00061686,Abilene,Fisher,Construction,FIRM-C455,No,CEM STABIL BKFL,CY,394,253.95,160.00,2026-04-07
A00194074,Abilene,Fisher,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,187,333.00,160.00,2026-04-08
A00188551,Amarillo,Potter,Construction,FIRM-F311,No,CEM STABIL BKFL,CY,36,750.00,700.00,2026-02-04
A00197283,Austin,Travis,Construction,FIRM-DAA9,No,CEM STABIL BKFL,CY,24,500.00,1700.00,2025-05-01
A00195331,Austin,Hays,Construction,FIRM-C455,No,CEM STABIL BKFL,CY,6,200.92,197.00,2024-11-07
A00124687,Bryan,Burleson,Construction,FIRM-B173,No,CEM STABIL BKFL,CY,211,145.00,274.00,2025-12-02
A00190562,Fort Worth,Jack,Construction,FIRM-C9B4,No,CEM STABIL BKFL,CY,115,450.00,286.65,2024-11-06
A00036817,Fort Worth,Erath,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,48,250.00,370.00,2026-02-04
A00032669,Fort Worth,Wise,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,68,260.00,217.00,2026-02-04
A00065079,Fort Worth,Erath,Construction,FIRM-88FE,No,CEM STABIL BKFL,CY,92,145.00,300.00,2026-02-05
A00037264,Fort Worth,Hood,Construction,FIRM-74BB,No,CEM STABIL BKFL,CY,92,265.00,300.00,2026-04-08
A00065091,Fort Worth,Parker,Construction,FIRM-38DC,No,CEM STABIL BKFL,CY,178,275.00,287.00,2026-08-05
A00214454,Fort Worth,Wise,Construction,FIRM-38DC,No,CEM STABIL BKFL,CY,66,575.00,300.00,2026-08-06
A00130008,Houston,Brazoria,Construction,FIRM-85FC,No,CEM STABIL BKFL,CY,116,120.00,100.00,2025-10-09
A00134679,Houston,Fort Bend,Construction,FIRM-F5C3,No,CEM STABIL BKFL,CY,804.4,105.00,125.00,2026-02-04
A00183682,Houston,Fort Bend,Construction,FIRM-23F6,No,CEM STABIL BKFL,CY,340,85.00,115.00,2026-02-05
A00198611,Houston,Harris,Construction,FIRM-3866,No,CEM STABIL BKFL,CY,733,320.00,275.00,2025-06-05
A00198973,Houston,Galveston,Construction,FIRM-1859,No,CEM STABIL BKFL,CY,317,400.00,246.00,2025-11-05
A00216194,Houston,Harris,Construction,FIRM-1A5E,No,CEM STABIL BKFL,CY,85,138.00,148.00,2026-06-02
A00201302,Houston,Galveston,Construction,FIRM-9200,No,CEM STABIL BKFL,CY,100,95.00,70.00,2026-02-05
A00195826,Lubbock,Lubbock,Construction,FIRM-F311,No,CEM STABIL BKFL,CY,124,890.00,300.00,2024-09-06
A00183655,Lubbock,Lubbock,Construction,FIRM-F311,No,CEM STABIL BKFL,CY,316.7,300.00,154.00,2026-05-07
A00140131,Lufkin,Angelina,Construction,FIRM-7519,No,CEM STABIL BKFL,CY,5,300.00,350.00,2025-03-05
A00186272,Lufkin,Angelina,Construction,FIRM-C6AB,No,CEM STABIL BKFL,CY,217,250.00,250.00,2026-04-08
A00194392,Lufkin,Houston,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,322,275.00,210.00,2026-08-06
A00195167,Paris,Grayson,Construction,FIRM-AD6A,No,CEM STABIL BKFL,CY,266,245.00,275.00,2025-10-09
A00135827,Paris,Grayson,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,31,250.00,200.00,2026-05-06
A00190871,Paris,Lamar,Construction,FIRM-F3FB,No,CEM STABIL BKFL,CY,126,275.00,250.00,2026-08-05
A00207303,Paris,Grayson,Construction,FIRM-DA83,No,CEM STABIL BKFL,CY,36,250.00,222.90,2026-03-05
A00193114,Pharr,Hidalgo,Construction,FIRM-2A36,No,CEM STABIL BKFL,CY,309,81.25,68.91,2026-06-02
A00194567,San Angelo,Runnels,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,52,450.00,97.00,2024-10-01
A00033961,San Antonio,Frio,Construction,FIRM-B7AC,No,CEM STABIL BKFL,CY,283.2,220.00,256.00,2025-02-06
A00186047,Waco,Falls,Construction,FIRM-00E4,No,CEM STABIL BKFL,CY,229,350.00,187.00,2026-04-07
A00131274,Waco,Limestone,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,279,255.00,210.00,2026-04-08
A00203223,Waco,McLennan,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,163,300.00,250.00,2026-05-07
A00131299,Waco,Limestone,Construction,FIRM-95A4,No,CEM STABIL BKFL,CY,350,280.25,210.00,2026-07-01
A00194689,Wichita Falls,Cooke,Construction,FIRM-1816,No,CEM STABIL BKFL,CY,136,325.00,270.00,2025-06-04
A00138700,Yoakum,Fayette,Construction,FIRM-42ED,No,CEM STABIL BKFL,CY,107,150.00,220.00,2024-11-07
A00184978,Yoakum,Victoria,Construction,FIRM-C0B9,No,CEM STABIL BKFL,CY,105,200.00,200.00,2025-11-06
A00206284,Yoakum,Lavaca,Construction,FIRM-FF46,No,CEM STABIL BKFL,CY,91,250.00,160.00,2026-01-06
A00129304,Yoakum,Matagorda,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,150,100.00,205.00,2026-01-06
A00206283,Yoakum,Fayette,Construction,FIRM-C449,No,CEM STABIL BKFL,CY,89,400.00,155.00,2026-08-05
A00101674,Yoakum,Calhoun,Construction,FIRM-B884,No,CEM STABIL BKFL,CY,27,350.00,100.00,2026-02-04
A00195365,Abilene,Taylor,Construction,FIRM-3866,No,CEM STABIL BKFL,CY,66,354.00,400.00,2025-10-09
A00194081,Abilene,Nolan,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,98,224.98,300.00,2025-10-09
A00036755,Abilene,Fisher,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,77,351.88,408.50,2025-11-06
A00194074,Abilene,Fisher,Construction,FIRM-C455,No,CEM STABIL BKFL,CY,187,245.98,160.00,2026-04-08
A00188551,Amarillo,Potter,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,36,358.28,700.00,2026-02-04
A00197283,Austin,Travis,Construction,FIRM-80E3,No,CEM STABIL BKFL,CY,24,650.00,1700.00,2025-05-01
A00212001,Austin,Travis,Construction,FIRM-1859,No,CEM STABIL BKFL,CY,92,650.00,1700.00,2025-05-01
A00195331,Austin,Hays,Construction,FIRM-00C2,No,CEM STABIL BKFL,CY,6,400.00,197.00,2024-11-07
A00124687,Bryan,Burleson,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,211,300.00,274.00,2025-12-02
