ProjectID,District,County,ProjectType,ContractorID,LetDate,NumBidders,WinningBid_USD,EngineerEst_USD,WorkingDays
A00220088,Odessa,Pecos,Maintenance,FIRM-1BBA,2026-04-21,2,401860.00,349050.00,365
A00220099,Dallas,Dallas,Maintenance,FIRM-72A0,2026-07-02,5,1600000.00,1602769.00,365
A00220125,Corpus Christi,San Patricio,Maintenance,FIRM-7733,2026-05-19,4,517854.50,498201.26,34
A00220135,Laredo,Duval,Maintenance,FIRM-E5F6,2026-04-23,3,903920.00,800000.00,365
A00220136,Laredo,La Salle,Maintenance,FIRM-B122,2026-05-26,2,632346.20,531343.00,730
A00220137,Laredo,Webb,Maintenance,FIRM-A988,2026-06-09,2,885125.00,789624.00,730
A00220139,Laredo,Webb,Maintenance,FIRM-6244,2026-06-23,4,623184.00,597459.40,95
A00220140,Lufkin,Houston,Maintenance,FIRM-9ED5,2026-06-04,5,1083000.00,775525.00,365
A00220146,Lufkin,Nacogdoches,Maintenance,FIRM-71C2,2026-07-08,8,316975.00,342800.00,365
A00220147,Dallas,Kaufman,Maintenance,FIRM-2375,2026-07-08,5,712000.00,985300.00,365
A00220151,Austin,Bastrop,Maintenance,FIRM-75F3,2026-05-13,6,757352.00,970617.00,365
A00220166,Bryan,Burleson,Maintenance,FIRM-EBBA,2026-05-12,6,612294.00,552328.93,46
A00220168,Lubbock,Terry,Maintenance,FIRM-E5F6,2026-04-21,3,685627.50,697500.00,180
A00220169,Lubbock,Hale,Maintenance,FIRM-E5F6,2026-04-21,3,826770.00,775000.00,180
A00220170,Lubbock,Lamb,Maintenance,FIRM-E5F6,2026-04-21,3,836930.00,775000.00,180
A00220171,Lubbock,Lubbock,Maintenance,FIRM-E5F6,2026-04-21,3,318990.00,310000.00,180
A00220172,Lubbock,Lamb,Maintenance,FIRM-C28C,2026-04-21,3,446000.00,437500.00,180
A00220173,Lubbock,Hale,Maintenance,FIRM-C28C,2026-04-21,3,428175.00,437500.00,180
A00220174,Lubbock,Lubbock,Maintenance,FIRM-C28C,2026-04-21,3,179250.00,175000.00,180
A00220176,Lubbock,Terry,Maintenance,FIRM-EBF6,2026-03-24,3,337200.00,300900.00,180
A00220178,Lubbock,Lamb,Maintenance,FIRM-EBF6,2026-03-24,3,221250.00,202250.00,180
A00220179,Lubbock,Hale,Maintenance,FIRM-EBF6,2026-03-24,3,281000.00,252000.00,180
A00220180,Lubbock,Lubbock,Maintenance,FIRM-EBF6,2026-03-24,3,128200.00,114950.00,180
A00220181,San Angelo,Concho,Maintenance,FIRM-A9C9,2026-07-16,4,270355.80,266010.16,365
A00220182,Lubbock,Lamb,Maintenance,FIRM-45A9,2026-03-24,3,224100.00,189000.00,180
A00220183,San Angelo,Sterling,Maintenance,FIRM-35AE,2026-07-16,5,237103.41,227948.81,365
A00220198,San Angelo,Kimble,Maintenance,FIRM-B122,2026-07-09,4,237735.70,209488.74,365
A00220199,San Angelo,Runnels,Maintenance,FIRM-B122,2026-07-09,6,204318.86,194599.67,365
A00220200,San Angelo,Real,Maintenance,FIRM-B122,2026-07-28,3,348532.18,290430.52,365
A00220220,Pharr,Hidalgo,Maintenance,FIRM-2479,2026-06-17,4,1223676.00,860702.60,40
A00220238,Dallas,Collin,Maintenance,FIRM-3F89,2026-08-12,7,501226.67,777976.94,30
A00220249,Lufkin,Angelina,Maintenance,FIRM-2375,2026-07-08,5,133187.00,186000.00,365
A00220257,Bryan,Washington,Maintenance,FIRM-3FEF,2026-06-11,7,546000.00,635259.83,48
A00220258,Bryan,Grimes,Maintenance,FIRM-4A00,2026-07-14,5,487782.00,523545.00,42
A00220284,Lufkin,Nacogdoches,Maintenance,FIRM-DAA9,2026-07-22,6,532857.12,585324.00,30
A00220287,Odessa,Winkler,Maintenance,FIRM-E464,2026-04-21,4,206064.80,201460.00,730
A00220296,Tyler,Smith,Maintenance,FIRM-AFFE,2026-04-21,5,160265.00,151550.00,730
A00220299,Tyler,Smith,Maintenance,FIRM-B173,2026-04-07,3,3196200.00,3173000.00,365
A00220327,Lufkin,Houston,Maintenance,FIRM-FAE7,2026-07-23,6,597887.20,733810.00,40
A00220329,Abilene,Jones,Maintenance,FIRM-CE80,2026-04-27,4,372413.00,409376.00,365
A00220330,Abilene,Callahan,Maintenance,FIRM-A992,2026-04-27,4,419502.00,395786.00,365
A00220331,Abilene,Howard,Maintenance,FIRM-5BA1,2026-04-27,2,539211.24,491744.00,365
A00220333,Abilene,Mitchell,Maintenance,FIRM-5BA1,2026-04-28,2,297115.32,295784.00,365
A00220334,Abilene,Haskell,Maintenance,FIRM-A9C9,2026-04-29,4,375662.00,319694.00,365
A00220335,Abilene,Borden,Maintenance,FIRM-5BA1,2026-04-28,2,547063.92,518748.00,365
A00220336,Abilene,Fisher,Maintenance,FIRM-CE80,2026-04-29,3,270892.00,239112.00,365
A00220337,Abilene,Scurry,Maintenance,FIRM-35AE,2026-04-29,3,324156.52,306107.00,365
A00220338,Abilene,Nolan,Maintenance,FIRM-5BA1,2026-04-28,3,324394.85,320860.00,365
A00220346,Dallas,Kaufman,Maintenance,FIRM-9E10,2026-07-08,9,281657.00,379325.00,90
A00220353,Amarillo,Potter,Maintenance,FIRM-03F9,2026-05-27,3,588386.88,611612.80,365
A00220367,Lufkin,Angelina,Maintenance,FIRM-B173,2026-08-04,4,845924.88,925727.00,45
A00220390,Atlanta,Bowie,Maintenance,FIRM-C6AB,2026-06-03,12,904025.08,1994770.00,336
A00220409,Odessa,Ector,Maintenance,FIRM-2C76,2026-04-21,8,521996.50,660927.26,72
A00220441,Corpus Christi,Live Oak,Maintenance,FIRM-80E3,2026-04-14,11,639738.26,850025.03,126
A00220458,Paris,Franklin,Maintenance,FIRM-2217,2026-04-16,4,538931.25,549128.25,182
A00220493,Tyler,Van Zandt,Maintenance,FIRM-6621,2026-04-21,2,244000.00,255000.00,365
A00220499,Fort Worth,Wise,Maintenance,FIRM-9557,2026-06-03,7,5864828.05,5882581.00,365
A00220501,Odessa,Ector,Maintenance,FIRM-9ED5,2026-07-14,2,770900.00,771550.00,365
A00220506,Houston,Waller,Maintenance,FIRM-94A8,2026-07-14,5,327293.72,525410.00,365
A00220509,Beaumont,Liberty,Maintenance,FIRM-7B58,2026-06-10,4,726406.30,693480.79,45
A00220510,Beaumont,Chambers,Maintenance,FIRM-B173,2026-06-23,3,570461.00,509774.40,30
A00220523,Corpus Christi,Jim Wells,Maintenance,FIRM-B122,2026-04-14,3,455361.64,480192.00,365
A00220540,Brownwood,Brown,Maintenance,FIRM-8056,2026-04-22,4,202600.00,276048.00,365
A00220541,Lubbock,Lubbock,Maintenance,FIRM-2970,2026-06-09,4,622422.00,776853.00,365
A00220542,Lufkin,Angelina,Maintenance,FIRM-035A,2026-07-22,9,225584.20,380860.00,40
A00220543,Lufkin,Sabine,Maintenance,FIRM-5AF6,2026-07-23,6,807680.00,999980.00,90
A00220544,Lufkin,Polk,Maintenance,FIRM-4055,2026-06-10,8,464739.85,678865.00,60
A00220558,Paris,Fannin,Maintenance,FIRM-0C1D,2026-04-16,6,697240.00,747200.00,120
A00220566,Paris,Rains,Maintenance,FIRM-0C1D,2026-04-16,5,609315.00,637000.00,120
A00220574,Dallas,Kaufman,Maintenance,FIRM-DAA9,2026-08-12,6,203415.97,237980.00,34
A00220583,Paris,Franklin,Maintenance,FIRM-0C1D,2026-04-16,4,689440.00,792000.00,120
A00220585,Paris,Red River,Maintenance,FIRM-0C1D,2026-04-16,3,550240.00,659500.00,120
A00220588,Paris,Lamar,Maintenance,FIRM-0C1D,2026-04-16,3,603160.00,720500.00,120
A00220589,Dallas,Ellis,Maintenance,FIRM-8056,2026-06-10,3,550000.00,805000.00,365
A00220590,Fort Worth,Tarrant,Maintenance,FIRM-1A77,2026-04-30,2,944756.60,968570.00,90
A00220592,Lubbock,Hale,Maintenance,FIRM-2970,2026-06-09,4,203377.00,218476.00,365
A00220617,San Angelo,Sutton,Maintenance,FIRM-61E5,2026-04-09,3,38988.00,44916.00,180
A00220619,Paris,Delta,Maintenance,FIRM-0C1D,2026-04-16,4,603160.00,720500.00,120
A00220620,Paris,Hopkins,Maintenance,FIRM-0C1D,2026-04-16,5,627760.00,742500.00,120
A00220625,Paris,Hunt,Maintenance,FIRM-0C1D,2026-04-16,7,617190.00,649750.00,120
A00220662,Houston,Waller,Maintenance,FIRM-DC30,2026-08-11,3,398235.00,434160.00,365
A00220668,Paris,Lamar,Maintenance,FIRM-D005,2026-05-21,6,212515.00,266350.00,365
A00220686,Yoakum,Victoria,Maintenance,FIRM-1A5E,2026-04-06,6,547152.00,567500.00,365
A00220691,Beaumont,Jefferson,Maintenance,FIRM-B173,2026-07-02,3,3199771.30,2668474.93,88
A00220698,Fort Worth,Tarrant,Maintenance,FIRM-CF08,2026-05-20,5,784000.00,760692.00,365
A00220699,Amarillo,Potter,Maintenance,FIRM-30F9,2026-05-06,8,731280.40,731910.00,163
A00220700,Amarillo,Potter,Maintenance,FIRM-30F9,2026-05-07,7,479590.40,405171.20,40
A00220702,Amarillo,Randall,Maintenance,FIRM-9BBE,2026-04-22,6,418533.00,486960.00,59
A00220703,Amarillo,Oldham,Maintenance,FIRM-9BBE,2026-05-06,8,557239.00,582992.00,69
A00220705,Amarillo,Hemphill,Maintenance,FIRM-E820,2026-05-07,7,708982.14,717429.26,93
A00220707,Amarillo,Carson,Maintenance,FIRM-E820,2026-05-06,7,783954.06,885818.00,114
A00220710,Amarillo,Dallam,Maintenance,FIRM-CE80,2026-05-06,4,724466.00,669356.16,91
A00220711,Amarillo,Moore,Maintenance,FIRM-E6FF,2026-05-07,7,521111.00,501512.00,68
A00220712,Amarillo,Hutchinson,Maintenance,FIRM-E6FF,2026-05-07,7,565329.60,642420.00,115
A00220716,San Antonio,Bexar,Maintenance,FIRM-B173,2026-06-17,4,195795.00,177624.75,24
A00220722,Austin,Caldwell,Maintenance,FIRM-2375,2026-06-10,8,181602.00,245598.00,64
A00220727,Corpus Christi,Bee,Maintenance,FIRM-6CD6,2026-04-14,5,607250.00,630000.00,180
A00220732,Amarillo,Randall,Maintenance,FIRM-0887,2026-05-07,3,1255000.00,1196288.00,120
A00220735,Tyler,Gregg,Maintenance,FIRM-1D33,2026-07-21,4,473835.00,628992.00,114
A00220736,Tyler,Anderson,Maintenance,FIRM-2C76,2026-07-21,5,411596.60,425485.00,79
A00220746,Odessa,Ector,Maintenance,FIRM-6621,2026-04-21,3,19000.00,25500.00,120
A00220774,Tyler,Rusk,Maintenance,FIRM-F3FB,2026-06-03,5,4217863.25,3970361.90,50
A00220775,Tyler,Henderson,Maintenance,FIRM-8056,2026-06-02,6,977218.00,1086902.00,15
A00220776,Tyler,Smith,Maintenance,FIRM-B173,2026-06-02,7,5091894.46,5179659.25,42
A00220777,Tyler,Gregg,Maintenance,FIRM-68F6,2026-06-02,6,2670043.86,3489919.00,50
A00220783,Dallas,Navarro,Maintenance,FIRM-DAA9,2026-08-12,6,258715.51,279634.50,29
A00220791,Abilene,Shackelford,Maintenance,FIRM-D8DE,2026-06-04,3,398680.00,400200.00,183
A00220796,Laredo,Webb,Maintenance,FIRM-CE22,2026-08-06,4,1786303.40,1937680.50,730
A00220799,Tyler,Smith,Maintenance,FIRM-A66A,2026-05-12,2,631830.00,568750.00,730
A00220800,Laredo,Dimmit,Maintenance,FIRM-E5F6,2026-04-22,3,1088300.00,999200.00,365
A00220829,Laredo,Maverick,Maintenance,FIRM-B122,2026-06-18,4,460614.56,439480.00,730
A00220849,Laredo,Val Verde,Maintenance,FIRM-EBF6,2026-05-14,2,287820.00,280800.00,365
A00220857,Brownwood,Eastland,Maintenance,FIRM-C764,2026-06-10,3,274920.00,283880.00,365
A00220865,Corpus Christi,Kleberg,Maintenance,FIRM-336E,2026-04-14,2,509350.00,466000.00,180
A00220866,Corpus Christi,Goliad,Maintenance,FIRM-B173,2026-05-19,4,514500.00,534000.00,180
A00220883,El Paso,El Paso,Maintenance,FIRM-6765,2026-07-09,5,426250.00,530600.00,365
A00220884,Childress,Childress,Maintenance,FIRM-6ECC,2026-04-30,5,293205.00,300000.00,365
A00220889,El Paso,El Paso,Maintenance,FIRM-6765,2026-07-09,5,381500.00,428700.00,365
A00220891,El Paso,Culberson,Maintenance,FIRM-85EC,2026-08-12,4,1106900.00,998750.00,365
A00220893,Wichita Falls,Archer,Maintenance,FIRM-D8DE,2026-04-23,3,891854.00,826447.00,180
A00220894,Wichita Falls,Baylor,Maintenance,FIRM-D8DE,2026-04-23,2,726664.00,805841.00,180
A00220914,Bryan,Walker,Maintenance,FIRM-B029,2026-05-06,3,3004120.00,3006160.00,730
A00220915,Tyler,Rusk,Maintenance,FIRM-8056,2026-05-06,3,2302000.00,2414500.00,365
A00220918,Tyler,Wood,Maintenance,FIRM-2EFC,2026-04-28,5,843576.74,866275.48,116
A00220936,Tyler,Henderson,Maintenance,FIRM-8056,2026-05-06,3,1561000.00,1826000.00,365
A00220947,Fort Worth,Wise,Maintenance,FIRM-A40A,2026-07-30,4,678878.85,669139.00,34
A00220950,Fort Worth,Tarrant,Maintenance,FIRM-AFC4,2026-07-30,5,148858.00,115081.00,6
A00220952,Fort Worth,Tarrant,Maintenance,FIRM-A40A,2026-07-30,5,371856.91,316966.62,13
A00220953,Fort Worth,Parker,Maintenance,FIRM-A40A,2026-07-30,5,725924.49,771546.96,180
A00220954,Fort Worth,Erath,Maintenance,FIRM-A40A,2026-07-30,3,474635.51,611308.00,31
A00220956,Fort Worth,Johnson,Maintenance,FIRM-A40A,2026-07-30,3,172507.92,184437.28,9
A00220960,Corpus Christi,Aransas,Maintenance,FIRM-B122,2026-05-19,2,535828.90,487086.00,365
A00221038,Childress,Childress,Maintenance,FIRM-0C1D,2026-04-30,2,125000.00,85000.00,180
A00221074,Wichita Falls,Wichita,Maintenance,FIRM-DC30,2026-06-02,3,1388611.50,1736490.00,365
A00221075,Wichita Falls,Wichita,Maintenance,FIRM-9ED5,2026-06-24,2,458800.00,489500.00,365
A00221146,Waco,Coryell,Maintenance,FIRM-BBB8,2026-08-06,6,2469735.18,3504595.67,92
A00221171,Brownwood,Brown,Maintenance,FIRM-6621,2026-04-22,2,600000.00,690000.00,365
A00221196,Houston,Waller,Maintenance,FIRM-1A5E,2026-07-14,6,716400.00,721750.00,365
A00221197,Lubbock,Lubbock,Maintenance,FIRM-2970,2026-04-28,4,359220.00,630075.00,180
A00221205,Paris,Lamar,Maintenance,FIRM-2F74,2026-05-07,3,1605225.00,1589750.00,182
A00221216,Bryan,Freestone,Maintenance,FIRM-3FEF,2026-08-11,4,144677.50,154057.50,12
A00221256,San Angelo,Tom Green,Maintenance,FIRM-6731,2026-05-28,5,427879.00,508475.00,365
A00221263,Odessa,Reeves,Maintenance,FIRM-5BA1,2026-05-12,3,336657.20,359196.80,730
A00221284,Fort Worth,Tarrant,Maintenance,FIRM-6731,2026-08-05,5,2492455.00,3755208.85,365
A00221298,Childress,Wheeler,Maintenance,FIRM-BD5E,2026-06-02,6,847645.00,1000000.00,365
A00221301,Childress,Childress,Maintenance,FIRM-AA78,2026-06-02,5,1420929.00,1999375.00,730
A00221302,Childress,Donley,Maintenance,FIRM-B941,2026-07-02,5,917556.48,997344.00,139
A00221307,Childress,Dickens,Maintenance,FIRM-B941,2026-07-02,6,823363.20,894960.00,125
A00221309,Childress,Hardeman,Maintenance,FIRM-CE80,2026-07-01,4,852480.00,829440.00,116
A00221312,Childress,Childress,Maintenance,FIRM-CE80,2026-07-01,4,851760.00,730080.00,102
A00221315,Yoakum,Wharton,Maintenance,FIRM-0CCB,2026-06-22,5,549793.00,694300.00,365
A00221323,Corpus Christi,Refugio,Maintenance,FIRM-B173,2026-05-19,4,439500.00,440500.00,180
A00221362,Wichita Falls,Wichita,Maintenance,FIRM-6731,2026-07-15,5,779554.00,890600.00,365
A00221365,Wichita Falls,Wichita,Maintenance,FIRM-6731,2026-07-15,5,600844.00,619618.00,365
A00221374,Corpus Christi,San Patricio,Maintenance,FIRM-336E,2026-05-19,2,618000.00,543000.00,180
A00221379,Lufkin,San Jacinto,Maintenance,FIRM-9D9B,2026-05-12,2,776800.00,759000.00,180
A00221383,Bryan,Brazos,Maintenance,FIRM-1A77,2026-05-12,3,193687.95,171816.00,365
A00221392,Odessa,Midland,Maintenance,FIRM-9ED5,2026-07-15,2,1686750.00,860500.00,365
A00221393,Odessa,Pecos,Maintenance,FIRM-9ED5,2026-07-15,3,1187750.00,592900.00,365
A00221398,Odessa,Midland,Maintenance,FIRM-6621,2026-05-12,2,59250.00,55800.00,120
A00221402,Waco,Coryell,Maintenance,FIRM-1BB8,2026-06-18,5,449992.27,380925.95,35
A00221404,Tyler,Gregg,Maintenance,FIRM-035A,2026-08-11,14,133104.95,257618.00,30
A00221424,Bryan,Robertson,Maintenance,FIRM-CB2B,2026-06-10,8,698834.00,972650.00,30
A00221426,Corpus Christi,Nueces,Maintenance,FIRM-1A77,2026-05-06,2,1829490.00,1925215.60,730
A00221431,Lufkin,Angelina,Maintenance,FIRM-BBB8,2026-07-08,2,201805.00,212150.00,365
A00221435,Tyler,Wood,Maintenance,FIRM-1E51,2026-07-01,3,2206460.00,2194000.00,365
A00221436,Odessa,Pecos,Maintenance,FIRM-E5F6,2026-04-28,3,190988.50,219100.00,120
A00221437,Odessa,Midland,Maintenance,FIRM-E5F6,2026-04-28,3,167751.50,185600.00,120
A00221438,Odessa,Ector,Maintenance,FIRM-C764,2026-06-09,3,254624.00,257500.00,120
A00221442,Waco,McLennan,Maintenance,FIRM-B379,2026-07-01,12,922471.00,1179878.46,87
A00221455,Dallas,Ellis,Maintenance,FIRM-DAA9,2026-08-12,7,230014.28,259470.00,26
A00221467,Dallas,Collin,Maintenance,FIRM-45A9,2026-08-12,3,148528.80,143982.00,90
A00221477,Paris,Hopkins,Maintenance,FIRM-9419,2026-07-01,7,1650050.00,1988535.00,119
A00221479,Dallas,Collin,Maintenance,FIRM-45A9,2026-08-12,3,46680.00,55800.00,180
A00221480,Paris,Grayson,Maintenance,FIRM-6D2A,2026-07-02,5,3616799.19,4148343.20,254
A00221510,Atlanta,Bowie,Maintenance,FIRM-4A00,2026-06-17,5,678945.00,984050.00,365
A00221512,Atlanta,Bowie,Maintenance,FIRM-F402,2026-08-06,4,3381575.00,3544140.00,730
A00221527,San Antonio,Kerr,Maintenance,FIRM-DAA9,2026-07-29,5,257243.85,244318.50,35
A00221528,San Antonio,Medina,Maintenance,FIRM-DAA9,2026-07-29,6,271090.42,294739.00,42
A00221529,San Antonio,Comal,Maintenance,FIRM-6244,2026-07-29,4,314292.80,281258.00,40
A00221530,San Antonio,Bexar,Maintenance,FIRM-6244,2026-07-29,4,267967.55,267986.00,28
A00221531,San Antonio,Bexar,Maintenance,FIRM-6244,2026-07-29,4,153491.00,156005.00,16
A00221534,Tyler,Smith,Maintenance,FIRM-616E,2026-08-11,12,167226.10,204170.00,330
A00221545,Childress,Childress,Maintenance,FIRM-6731,2026-06-09,5,300100.00,325000.00,730
A00221566,Fort Worth,Erath,Maintenance,FIRM-1A77,2026-07-30,2,81747.60,83862.32,365
A00221579,Paris,Grayson,Maintenance,FIRM-C764,2026-05-21,3,485865.00,510000.00,120
A00221580,Paris,Hopkins,Maintenance,FIRM-45A9,2026-05-21,3,470350.00,490750.00,182
A00221582,Beaumont,Hardin,Maintenance,FIRM-9D9B,2026-05-06,2,1185775.00,1210525.00,365
A00221587,Corpus Christi,Refugio,Maintenance,FIRM-E5F6,2026-05-19,3,361060.00,362500.00,180
A00221588,Corpus Christi,Aransas,Maintenance,FIRM-E5F6,2026-05-19,3,314975.00,302000.00,180
A00221590,Corpus Christi,Jim Wells,Maintenance,FIRM-3436,2026-05-19,4,297000.00,339000.00,180
A00221591,Corpus Christi,Refugio,Maintenance,FIRM-3436,2026-05-19,4,468600.00,480000.00,180
A00221592,Corpus Christi,Nueces,Maintenance,FIRM-B122,2026-05-19,2,510044.10,428610.00,365
A00221612,Odessa,Ector,Maintenance,FIRM-6731,2026-05-12,4,262035.00,273750.00,365
A00221638,Fort Worth,Tarrant,Maintenance,FIRM-CEE4,2026-07-01,7,6134750.00,6338356.54,365
A00221639,Fort Worth,Palo Pinto,Maintenance,FIRM-0CCB,2026-07-01,6,974892.00,1707467.00,365
A00221696,Atlanta,Cass,Maintenance,FIRM-A66A,2026-07-15,4,673520.20,955847.00,365
A00221698,Atlanta,Upshur,Maintenance,FIRM-2375,2026-07-02,7,763249.15,1041766.75,365
A00221699,Atlanta,Panola,Maintenance,FIRM-2375,2026-07-15,5,479269.05,641988.25,365
A00221700,Atlanta,Marion,Maintenance,FIRM-2EFC,2026-07-15,7,338876.00,468923.75,365
A00221701,Atlanta,Harrison,Maintenance,FIRM-2375,2026-07-15,5,354692.40,482104.75,365
A00221741,Wichita Falls,Archer,Maintenance,FIRM-2217,2026-05-27,4,421600.00,365500.00,180
A00221746,Wichita Falls,Wichita,Maintenance,FIRM-0887,2026-06-17,2,101100.00,109279.96,180
A00221756,Wichita Falls,Wichita,Maintenance,FIRM-EBF6,2026-06-17,3,1002670.00,942600.00,180
A00221757,Wichita Falls,Wichita,Maintenance,FIRM-D8DE,2026-06-17,3,594170.00,723903.00,180
A00221758,Wichita Falls,Montague,Maintenance,FIRM-CEE4,2026-06-17,6,638200.00,618803.00,180
A00221759,Wichita Falls,Cooke,Maintenance,FIRM-A367,2026-06-17,6,578755.00,618803.00,180
A00221760,Wichita Falls,Young,Maintenance,FIRM-D8DE,2026-06-17,5,570948.00,618803.00,180
A00221761,Wichita Falls,Clay,Maintenance,FIRM-CDE6,2026-06-17,6,639960.00,618803.00,180
A00221762,Wichita Falls,Throckmorton,Maintenance,FIRM-D8DE,2026-06-17,2,621369.00,618803.00,180
A00221763,Wichita Falls,Wilbarger,Maintenance,FIRM-A367,2026-06-17,3,764811.00,618803.00,180
A00221764,Wichita Falls,Wichita,Maintenance,FIRM-A367,2026-06-17,4,713466.00,790823.00,180
A00221766,Wichita Falls,Wichita,Maintenance,FIRM-1A0B,2026-07-16,5,765828.00,643947.00,57
A00221772,Bryan,Washington,Maintenance,FIRM-A40A,2026-06-09,5,150269.55,153735.00,49
A00221773,Bryan,Brazos,Maintenance,FIRM-A40A,2026-06-10,6,244833.34,231369.00,49
A00221774,Bryan,Freestone,Maintenance,FIRM-FAE7,2026-06-11,6,294936.56,245888.00,49
A00221777,Bryan,Brazos,Maintenance,FIRM-6621,2026-06-11,4,150000.00,154500.00,365
A00221778,Bryan,Burleson,Maintenance,FIRM-8056,2026-06-09,6,212600.00,225600.00,180
A00221779,Bryan,Robertson,Maintenance,FIRM-8056,2026-06-10,6,330664.00,357300.00,180
A00221780,Bryan,Brazos,Maintenance,FIRM-45A9,2026-06-11,4,235400.00,202800.00,180
A00221781,Bryan,Brazos,Maintenance,FIRM-4C9C,2026-06-09,3,363150.32,364160.00,365
A00221782,Bryan,Freestone,Maintenance,FIRM-C764,2026-06-10,3,348432.00,330000.00,180
A00221790,Amarillo,Carson,Maintenance,FIRM-7F0A,2026-05-27,4,249834.38,292950.00,365
A00221802,Abilene,Jones,Maintenance,FIRM-BC9E,2026-07-10,2,741613.80,776197.07,18
A00221809,Paris,Lamar,Maintenance,FIRM-0C1D,2026-07-02,4,6261324.33,6428873.14,113
A00221834,Bryan,Walker,Maintenance,FIRM-1A0B,2026-06-09,7,210258.00,243600.00,365
A00221838,Bryan,Brazos,Maintenance,FIRM-BBB8,2026-07-02,9,1008500.00,2360250.00,730
A00221844,Corpus Christi,Nueces,Maintenance,FIRM-B173,2026-07-21,5,609236.70,682012.90,24
A00221865,Dallas,Denton,Maintenance,FIRM-937E,2026-08-12,7,38286.30,49945.00,8
A00221894,Tyler,Wood,Maintenance,FIRM-DAA9,2026-08-11,7,309486.90,376908.35,40
A00221918,Tyler,Smith,Maintenance,FIRM-A40A,2026-08-11,7,592019.55,632575.68,40
A00221952,Dallas,Ellis,Maintenance,FIRM-6731,2026-07-08,4,740750.00,657100.00,365
A00221958,Beaumont,Jefferson,Maintenance,FIRM-6621,2026-05-26,5,287250.00,336250.00,365
A00222000,Beaumont,Orange,Maintenance,FIRM-6621,2026-05-26,5,211750.00,231750.00,365
A00222037,Beaumont,Liberty,Maintenance,FIRM-6621,2026-05-26,5,145000.00,175800.00,365
A00222059,Yoakum,Jackson,Maintenance,FIRM-7BC2,2026-06-10,3,9500.00,10135.00,365
A00222066,Yoakum,Victoria,Maintenance,FIRM-EF97,2026-06-10,3,12710.00,14110.00,365
A00222263,Dallas,Collin,Maintenance,FIRM-9ED5,2026-05-28,2,199875.00,80500.00,93
A00222277,Pharr,Hidalgo,Maintenance,FIRM-CE22,2026-06-04,6,566460.60,582160.70,120
A00222293,Odessa,Midland,Maintenance,FIRM-8F2F,2026-06-09,5,22986.75,54750.00,120
A00222317,Bryan,Washington,Maintenance,FIRM-D019,2026-07-01,6,1091717.25,1239700.00,365
A00222319,Bryan,Brazos,Maintenance,FIRM-8056,2026-08-06,5,987330.50,1123615.00,365
A00222320,Bryan,Walker,Maintenance,FIRM-8056,2026-07-02,5,1433237.50,1620840.00,365
A00222327,Fort Worth,Tarrant,Maintenance,FIRM-B173,2026-06-17,5,546100.00,527550.00,365
A00222330,Dallas,Dallas,Maintenance,FIRM-3FEF,2026-08-12,8,327750.00,368850.00,20
A00222332,Paris,Lamar,Maintenance,FIRM-B029,2026-07-02,4,1867015.00,1582500.00,365
A00222372,Lufkin,Shelby,Maintenance,FIRM-5AF6,2026-08-12,5,124256.00,163825.00,365
A00222373,Fort Worth,Tarrant,Maintenance,FIRM-F402,2026-06-30,2,678974.00,866950.00,365
A00222374,Dallas,Collin,Maintenance,FIRM-9ED5,2026-07-08,3,545700.00,248346.60,365
A00222386,Atlanta,Harrison,Maintenance,FIRM-0C1D,2026-08-12,2,970786.54,946231.85,120
A00222399,Fort Worth,Palo Pinto,Maintenance,FIRM-4C9C,2026-07-15,3,170000.00,175000.00,365
A00222414,Fort Worth,Palo Pinto,Maintenance,FIRM-4C9C,2026-07-15,3,200934.00,187830.00,365
A00222415,Fort Worth,Palo Pinto,Maintenance,FIRM-4C9C,2026-07-15,3,306103.60,309874.40,365
A00222416,Lufkin,Polk,Maintenance,FIRM-71C2,2026-08-12,7,205805.00,279065.00,365
A00222424,Lufkin,Angelina,Maintenance,FIRM-E5F6,2026-07-07,3,870420.00,795000.00,180
A00222443,Odessa,Midland,Maintenance,FIRM-6731,2026-06-09,2,249128.00,238320.00,365
A00222450,San Angelo,Tom Green,Maintenance,FIRM-6621,2026-06-18,4,83550.00,98337.00,180
A00222462,Tyler,Smith,Maintenance,FIRM-C89B,2026-07-21,6,553299.00,621455.00,115
A00222516,Brownwood,Lampasas,Maintenance,FIRM-C764,2026-06-16,3,254461.00,239132.00,365
A00222517,Bryan,Milam,Maintenance,FIRM-573E,2026-07-14,4,372300.00,438000.00,180
A00222518,Bryan,Walker,Maintenance,FIRM-6621,2026-07-15,4,424640.00,467520.00,180
A00222520,Bryan,Washington,Maintenance,FIRM-6621,2026-07-14,3,231200.00,225000.00,180
A00222521,Bryan,Walker,Maintenance,FIRM-4C9C,2026-07-15,2,292075.48,292160.00,365
A00222523,Bryan,Washington,Maintenance,FIRM-4C9C,2026-07-14,3,162022.84,168480.00,365
A00222524,Bryan,Brazos,Maintenance,FIRM-4C9C,2026-07-15,2,220226.60,224640.00,365
A00222525,Bryan,Walker,Maintenance,FIRM-4C9C,2026-07-14,3,217640.44,224640.00,365
A00222526,Bryan,Washington,Maintenance,FIRM-6621,2026-07-15,6,115500.00,120000.00,180
A00222528,Brownwood,Comanche,Maintenance,FIRM-C764,2026-06-16,3,259715.25,232795.00,365
